OrderID,OrderDate,CustomerName,Segment,City,State,Region,Category,SubCategory,Quantity,Sales,Discount,Profit
4191,07-12-2022,Morgan Wilkins,Consumer,North Chad,California,South,Furniture,Furnishings,4,1574.4,0.2,339.06
4192,19-02-2024,Mark Peters,Consumer,West John,Maryland,Central,Furniture,Bookcases,9,1742.58,0,473.15
4193,08-02-2023,Christopher Braun,Corporate,North Kristamouth,Kentucky,Central,Technology,Accessories,7,114.46,0.3,6.74
4194,17-07-2023,Joshua Whitaker,Home Office,South Alicia,New Mexico,West,Technology,Accessories,5,1625.67,0,302.2
4195,31-01-2021,Timothy Harris Jr.,Consumer,Port Stephanie,Montana,West,Furniture,Chairs,5,1488.59,0.1,275.54
4196,11-08-2022,Leroy Bennett,Consumer,Port Samanthaberg,Ohio,South,Technology,Phones,4,1214.73,0,350.38
4197,02-05-2022,Mrs. Elizabeth Barnett,Consumer,West Johnfort,South Carolina,East,Office Supplies,Labels,2,707.82,0.2,46.92
4198,02-05-2025,Timothy Nielsen,Consumer,Joneston,Alaska,South,Furniture,Chairs,10,888.71,0,71.86
4199,04-03-2023,William Armstrong,Home Office,Lake Daniel,Alabama,West,Office Supplies,Labels,2,1320.94,0.2,76.58
4200,29-05-2025,Amber Roberts,Consumer,Jasonchester,Mississippi,South,Technology,Computers,3,1715.68,0.3,79.57
4201,10-10-2024,Stephanie Callahan,Consumer,Lake Ginaberg,Florida,Central,Furniture,Tables,4,1016.43,0.2,178.95
4202,07-11-2021,Stephanie Larson,Corporate,East Ryanmouth,California,East,Furniture,Furnishings,4,1531.99,0.2,306.78
4203,25-02-2025,Katherine Vargas,Corporate,Bensonhaven,Texas,Central,Technology,Phones,8,169.43,0.2,16.31
4204,28-07-2022,Brenda Villanueva,Consumer,Josephside,Kansas,East,Technology,Phones,8,1653.52,0,254.32
4205,26-02-2021,Daniel Smith,Consumer,Donaldville,Oklahoma,South,Furniture,Bookcases,7,1306.2,0,297.75
4206,26-04-2021,John Jenkins,Home Office,Shermanmouth,Tennessee,East,Office Supplies,Paper,3,40.52,0,4.23
4207,26-03-2022,Bradley Goodwin,Home Office,North Devonstad,Michigan,Central,Office Supplies,Paper,6,1210.13,0,132.35
4208,02-01-2021,Benjamin Little,Home Office,West Daniel,Delaware,South,Office Supplies,Labels,10,1309.29,0,218.64
4209,26-02-2021,Katie Clark,Corporate,Port Sarah,California,South,Office Supplies,Paper,6,1915.7,0.1,296.65
4210,18-08-2023,Ariel Elliott,Corporate,Gordonport,Arizona,South,Furniture,Bookcases,7,518.7,0.2,48.29
4211,22-02-2024,Kathleen Bridges,Corporate,West Kristinton,Alaska,West,Technology,Accessories,6,422.28,0.2,20.63
4212,02-12-2021,Kelly Bridges,Home Office,Stuartstad,Nevada,Central,Furniture,Furnishings,2,1126.59,0.3,57.54
4213,11-02-2024,Cheryl Lee,Corporate,Perrymouth,Wyoming,Central,Furniture,Chairs,5,503.56,0.2,62.3
4214,04-12-2022,Alexandra Jones,Consumer,Mileschester,Idaho,Central,Office Supplies,Pens,3,1681.3,0.2,189.33
4215,21-09-2023,Brandon Guerra,Consumer,Lake Ginaview,Pennsylvania,South,Technology,Computers,1,1847.34,0,97.86
4216,26-01-2025,Lisa Hernandez,Home Office,East Todd,Kentucky,West,Technology,Computers,3,997.55,0.3,188.14
4217,10-05-2023,Leslie Brown,Corporate,South Nicholas,Kentucky,West,Office Supplies,Paper,4,106.22,0.2,8.98
4218,13-01-2021,Andrew Harris,Home Office,Michaelview,Wyoming,South,Technology,Accessories,9,1812.78,0.3,167.99
4219,13-08-2023,Kylie Robinson,Corporate,North Veronicaborough,Wyoming,East,Office Supplies,Labels,2,1503.98,0.1,355.47
4220,17-10-2022,Robert Trujillo,Home Office,Waterston,Indiana,West,Furniture,Bookcases,5,1825.92,0.2,229.53
4221,22-01-2022,Juan Russo,Home Office,Port Jodiberg,North Dakota,West,Technology,Phones,9,654.26,0.1,80
4222,20-07-2021,Marisa Ball,Corporate,South Ericland,Tennessee,West,Office Supplies,Paper,4,483.5,0.3,78.1
4223,04-08-2021,John Stevens,Consumer,East Sally,Virginia,West,Office Supplies,Paper,2,1843.29,0,460.28
4224,24-03-2024,Brent Morales,Home Office,Williamsonton,Alabama,South,Technology,Copiers,9,1718.3,0.1,162.2
4225,02-05-2023,Sharon Garrett,Home Office,Hallhaven,Massachusetts,Central,Office Supplies,Labels,5,1509.65,0.2,340.67
4226,27-05-2023,Kyle Alvarez,Home Office,Martinstad,North Dakota,East,Furniture,Bookcases,8,702.11,0.3,100.29
4227,13-12-2022,Cheryl Ryan,Consumer,North Elizabeth,Mississippi,Central,Office Supplies,Pens,4,1457.44,0,169.19
4228,25-06-2024,Michael Chase,Home Office,Port Sandrashire,New York,East,Furniture,Bookcases,7,1770.89,0.3,225.92
4229,17-04-2024,David Dudley,Home Office,Timothyland,Arizona,South,Office Supplies,Paper,7,68,0,9.56
4230,29-09-2022,Melissa Wright,Corporate,South Gina,Virginia,Central,Technology,Computers,5,594.21,0.2,41.4
4231,18-10-2021,Kimberly Stevenson,Corporate,Austinview,Texas,East,Office Supplies,Paper,9,1777.86,0,480.44
4232,01-08-2022,Jeremy Nunez,Consumer,Brockburgh,Kentucky,West,Office Supplies,Paper,10,46.14,0.3,9.48
4233,09-05-2022,Alexander Williams,Home Office,Smithberg,Pennsylvania,South,Furniture,Chairs,8,1385.39,0.1,104.8
4234,06-10-2020,Jason Everett,Corporate,Morristown,Connecticut,East,Office Supplies,Pens,4,58.99,0.1,7.54
4235,16-12-2020,Stacie Little,Corporate,South Brittany,New Jersey,South,Office Supplies,Labels,6,1980.98,0,561.25
4236,12-11-2022,Diana Cummings,Corporate,North Christopher,New Hampshire,West,Furniture,Tables,7,924.01,0,227.82
4237,19-02-2023,Shawn Davis,Corporate,South Marieborough,Florida,East,Furniture,Bookcases,3,965.17,0.2,42.06
4238,17-12-2020,Amy Beasley,Consumer,Garnertown,Colorado,West,Technology,Phones,5,1660.87,0,443.47
4239,17-02-2021,Meagan Harris,Home Office,Wilsonburgh,Indiana,South,Office Supplies,Paper,8,341.2,0.3,57.01
4240,08-06-2023,Gregory Flowers,Consumer,West Alejandrofort,Hawaii,South,Office Supplies,Labels,2,1718.52,0.2,273.72
4241,24-01-2024,Angel Palmer,Home Office,South Jeffrey,Arkansas,West,Technology,Accessories,10,330.83,0.3,38.96
4242,27-12-2021,Dawn Montgomery,Consumer,Delgadoton,New Mexico,Central,Technology,Accessories,8,1795.5,0,248.13
4243,27-06-2025,Jeff Blackwell,Consumer,Lake Brianhaven,Vermont,Central,Technology,Phones,1,83.32,0.1,19.59
4244,17-08-2024,Renee Miller,Home Office,Turnerland,Florida,South,Technology,Accessories,8,625.79,0.1,107.85
4245,02-02-2024,Anthony Watts,Home Office,East Amystad,New Jersey,Central,Office Supplies,Pens,6,1435.52,0,406.93
4246,12-11-2022,Robert Anderson,Corporate,East Kellytown,Hawaii,Central,Technology,Phones,6,711.27,0,204.22
4247,24-12-2021,Jean Hines,Corporate,Blairport,Kentucky,South,Furniture,Tables,4,1798.23,0.1,154.88
4248,11-07-2022,Tracy Mclaughlin,Corporate,Port Natalieport,Ohio,South,Office Supplies,Paper,10,947.22,0.2,204.29
4249,04-02-2022,Kelly Ramirez,Corporate,North Margaretchester,New York,South,Office Supplies,Binders,5,682.04,0.2,146.3
4250,31-12-2020,Shelly Johnson,Corporate,Johnchester,Utah,East,Furniture,Furnishings,1,1497.88,0.1,99.01
4251,27-11-2024,Michael Stewart,Corporate,Brianborough,Kentucky,South,Technology,Copiers,7,575.91,0.2,72.86
4252,09-02-2022,John Callahan,Consumer,Lake David,Texas,South,Technology,Copiers,8,509.06,0,130.71
4253,07-10-2022,Carrie Ellis,Consumer,Stephensmouth,Mississippi,Central,Technology,Accessories,1,1411.14,0.3,230.2
4254,08-05-2025,Michelle Webb,Consumer,Jacksonport,New Jersey,East,Office Supplies,Binders,1,1709.66,0.3,232.14
4255,09-04-2021,Daniel Marsh,Consumer,East Guyhaven,Maryland,West,Furniture,Furnishings,3,1707.73,0.1,461.02
4256,08-12-2023,Erica Rose,Consumer,Deanstad,New Mexico,East,Technology,Computers,8,1702.06,0.2,101.38
4257,25-10-2020,Jessica Gutierrez,Home Office,Lake Linda,Hawaii,Central,Furniture,Bookcases,4,1373.62,0.2,77.49
4258,18-07-2025,Alicia Black,Corporate,North Nicolasview,Nevada,East,Furniture,Furnishings,8,1813.72,0.1,164.84
4259,23-11-2024,Dr. Shelley Perez,Consumer,Port Eileenborough,Maryland,East,Technology,Phones,4,1438.68,0,154.9
4260,19-02-2024,Sharon Hurst,Home Office,South Jose,Florida,West,Office Supplies,Pens,8,455.95,0.3,75.11
4261,25-08-2021,Chelsea Castillo,Corporate,Woodardton,Wisconsin,Central,Furniture,Bookcases,2,427.59,0.2,60.03
4262,15-01-2021,Amber Watson,Home Office,New Victoria,Arkansas,Central,Technology,Computers,1,1237.53,0,116.12
4263,05-03-2024,Stephen Smith,Corporate,Michaeltown,Pennsylvania,East,Furniture,Furnishings,1,1239.09,0.1,221.53
4264,28-01-2022,Mrs. Brittany Daniel MD,Consumer,Harrisfort,South Carolina,South,Technology,Phones,10,1733.71,0.3,119.8
4265,06-03-2023,Brittany Koch,Home Office,West Donna,Vermont,Central,Technology,Phones,5,1577.6,0.2,144.2
4266,23-06-2022,Zachary Ellis,Home Office,North Jamiechester,Alaska,Central,Office Supplies,Labels,5,177.18,0.1,33.73
4267,14-08-2021,Sandra Grant,Consumer,North Amandaland,Maine,Central,Office Supplies,Labels,4,763.48,0.2,90.97
4268,19-08-2024,Lance Gonzalez,Consumer,Lake Amber,West Virginia,East,Office Supplies,Paper,3,362.37,0.1,63.08
4269,22-08-2023,Chris Whitney,Home Office,Ericland,Virginia,South,Office Supplies,Pens,3,663.36,0.3,90.67
4270,30-12-2024,Jeremiah Garrett,Home Office,Brooketon,Pennsylvania,South,Furniture,Furnishings,1,293.41,0.1,20.11
4271,21-08-2024,Donna Clark,Corporate,Williamsmouth,Alaska,Central,Technology,Copiers,2,1322.25,0,186.6
4272,06-02-2025,Vanessa Greer,Corporate,East Noah,Mississippi,East,Technology,Phones,3,1163.63,0.1,249.23
4273,04-04-2022,Zoe Dodson,Consumer,West Brianmouth,South Carolina,East,Technology,Accessories,7,77.07,0.1,4.01
4274,21-04-2024,Casey Davis,Consumer,Kathryntown,Oregon,South,Technology,Phones,9,323.66,0.2,15.84
4275,27-10-2023,Christine Smith,Consumer,Wrightshire,Alaska,East,Furniture,Bookcases,9,1067.89,0.2,213.82
4276,27-05-2024,Calvin Gonzalez,Corporate,Thompsonburgh,Pennsylvania,South,Technology,Copiers,10,1452.68,0.1,136.4
4277,22-11-2023,Renee Garcia,Consumer,Port Rodney,Maine,South,Office Supplies,Binders,6,1865.04,0,265.84
4278,12-03-2023,Jennifer Adams,Corporate,Port Juliestad,New Mexico,West,Office Supplies,Paper,1,890.66,0.1,73.94
4279,25-03-2023,Brian Carey,Consumer,Cherylville,Maryland,West,Furniture,Bookcases,1,1689.19,0.2,352.37
4280,24-12-2022,Ryan Nelson,Consumer,Valeriebury,Montana,East,Office Supplies,Pens,7,1542.74,0,274.77
4281,28-06-2021,Andrew Castillo,Home Office,Mclaughlinborough,California,West,Technology,Copiers,7,390.62,0,44.97
4282,21-09-2023,John Harris,Consumer,Garnerfort,Alabama,East,Office Supplies,Binders,4,1208.66,0.2,109.82
4283,30-04-2022,Megan Palmer,Home Office,Angelafurt,Michigan,Central,Office Supplies,Paper,6,264.59,0,23.69
4284,24-10-2024,Crystal Burton,Home Office,West Barbara,Oregon,South,Furniture,Tables,1,487.42,0.1,115.82
4285,17-10-2022,Colleen Cooke,Corporate,Kennethshire,Maine,Central,Office Supplies,Pens,6,549,0.1,79.63
4286,12-11-2021,Christopher Davis,Consumer,North Kyle,Michigan,West,Office Supplies,Labels,6,613.94,0,129.75
4287,08-09-2023,Kayla Garcia,Corporate,Port Amandashire,Kentucky,West,Office Supplies,Paper,5,1869.63,0,306.24
4288,25-06-2024,Virginia Trujillo,Home Office,Ginatown,California,Central,Technology,Computers,6,150.56,0.3,11.08
4289,16-04-2021,Denise Nunez,Corporate,Morrisshire,North Dakota,Central,Furniture,Furnishings,8,999.07,0.3,61.17
4290,01-07-2025,Jaime Hampton,Corporate,Racheltown,Idaho,West,Office Supplies,Pens,5,1754.31,0.2,278.88
4291,13-05-2025,Lisa Graham,Consumer,Stacyside,Pennsylvania,West,Furniture,Furnishings,4,1550.98,0.1,332.84
4292,13-06-2025,Jonathan Ramirez DDS,Consumer,New Jamiefurt,South Dakota,East,Furniture,Tables,1,1326.06,0,393.83
4293,23-04-2023,Daniel Matthews,Consumer,Snyderhaven,Utah,East,Furniture,Chairs,5,211.8,0,38.85
4294,22-03-2021,Lisa Kennedy,Home Office,Rosemouth,South Dakota,West,Furniture,Chairs,2,1654.77,0.1,219.12
4295,30-06-2024,Scott Martinez,Corporate,Westhaven,Hawaii,East,Office Supplies,Labels,3,1170.25,0,233.96
4296,04-04-2025,Christine Foster,Home Office,Gallagherburgh,Hawaii,Central,Office Supplies,Pens,9,1875.5,0.3,91.34
4297,02-12-2020,Jerry Benitez,Home Office,Lake Stacey,Michigan,Central,Technology,Accessories,6,680.78,0.3,51.6
4298,03-08-2022,Jorge Woods,Home Office,Jennifermouth,Nebraska,Central,Furniture,Tables,8,1807.43,0.1,183.5
4299,12-03-2024,Erica Jones,Consumer,East Carlafort,West Virginia,Central,Technology,Copiers,3,1322.44,0,66.38
4300,29-01-2025,Danielle Carney,Consumer,Brownton,New Hampshire,Central,Office Supplies,Paper,5,522.82,0.3,49.79
4301,16-02-2025,Jessica White,Consumer,Bruceton,Kentucky,East,Technology,Phones,6,1899.7,0.1,365.77
4302,02-03-2025,Erin Jones,Home Office,Edwardview,South Dakota,South,Office Supplies,Paper,9,178.21,0.1,32.16
4303,20-09-2020,Daniel Walsh,Corporate,South Mollyland,Hawaii,West,Furniture,Chairs,4,1628.44,0,231.48
4304,10-12-2024,Kristin Roberts,Corporate,North Jeremy,Hawaii,South,Technology,Accessories,5,1849.16,0.1,170.02
4305,25-05-2022,Mary Barnett,Consumer,West Michaelton,South Dakota,South,Office Supplies,Paper,7,221.1,0.2,33.25
4306,01-12-2024,Charles Marks,Corporate,Melissamouth,Missouri,Central,Technology,Copiers,2,639.66,0.2,143.03
4307,06-05-2021,Taylor Collins,Home Office,Wolfemouth,Louisiana,South,Office Supplies,Labels,4,383.8,0,22.71
4308,04-05-2025,David Lam,Consumer,Thomasville,Michigan,Central,Technology,Copiers,5,505.79,0.1,130.36
4309,17-09-2025,Lisa Joyce,Corporate,Mackport,Oklahoma,South,Furniture,Tables,6,1462.25,0.3,67.65
4310,25-12-2023,Mr. Tyler Ashley,Consumer,East Matthewborough,Oregon,West,Furniture,Tables,5,1569.1,0.3,87.57
4311,16-09-2025,James Brewer,Home Office,West David,Virginia,West,Furniture,Chairs,6,1194.34,0,146.59
4312,22-04-2022,Jesus Watson,Corporate,South Trevor,California,West,Furniture,Tables,2,1563.52,0.3,250.13
4313,17-04-2022,Juan Hodges,Corporate,Brownton,Oregon,South,Technology,Copiers,10,1950.39,0,451.82
4314,02-01-2025,Sarah Pena,Corporate,Hatfieldville,New Mexico,East,Technology,Computers,8,1304.15,0,102.06
4315,15-02-2024,Ashley Arnold,Home Office,Stevensburgh,Pennsylvania,Central,Furniture,Chairs,2,1515.4,0.1,235.33
4316,14-07-2021,Natalie Graves,Home Office,West Jessica,Massachusetts,East,Furniture,Chairs,3,318.31,0.2,35.64
4317,18-09-2024,Brian Douglas,Corporate,South Brandonchester,Florida,Central,Furniture,Chairs,6,1580.71,0.2,240.12
4318,12-12-2023,Debbie Burns,Consumer,East Reginaldmouth,Montana,West,Office Supplies,Pens,2,1042.03,0.3,163.48
4319,18-12-2023,Bruce Perkins,Consumer,Benitezhaven,Wyoming,East,Office Supplies,Pens,2,192.95,0.1,34
4320,16-05-2023,Samuel Dudley,Consumer,West Patriciabury,California,South,Furniture,Furnishings,4,1375.59,0.3,59.35
4321,20-11-2024,Jessica Thomas,Consumer,Jonesfort,Washington,East,Technology,Phones,5,1138.33,0.1,67.3
4322,07-11-2020,Brandon Davies,Corporate,Lake Leslie,Tennessee,Central,Furniture,Chairs,10,89.32,0.2,10.93
4323,26-01-2024,Lisa Mitchell,Home Office,East Terriland,Indiana,West,Office Supplies,Pens,9,288.29,0,60.72
4324,24-09-2023,Mark Cooper,Home Office,East Kevin,Wisconsin,Central,Furniture,Furnishings,5,409.07,0.3,40.1
4325,17-07-2021,Kevin Richard,Home Office,Lake Jacqueline,South Dakota,South,Technology,Accessories,4,116.19,0.1,24.12
4326,23-12-2021,Andrew Bush,Home Office,Port Shawnhaven,New Hampshire,Central,Furniture,Bookcases,9,1370.45,0.3,100.12
4327,15-05-2025,Andrea Bauer,Corporate,Nguyenmouth,New Jersey,Central,Furniture,Tables,3,413.71,0.3,33.69
4328,27-03-2021,Sally Barnes,Home Office,Davischester,Georgia,West,Office Supplies,Paper,4,1704.98,0.1,220.66
4329,23-11-2023,Daniel Craig,Consumer,South Rebecca,Virginia,South,Technology,Computers,3,442.98,0.2,102.79
4330,30-08-2023,James Galloway,Home Office,West Willieton,Kentucky,Central,Office Supplies,Paper,10,1036.06,0.2,203.68
4331,30-12-2023,Brett Smith,Home Office,Port Jessicaview,Oregon,Central,Office Supplies,Labels,9,1080.91,0.1,119.04
4332,11-01-2021,Jeff Mason,Home Office,East Emilyborough,Delaware,Central,Technology,Computers,4,685.27,0,168.57
4333,18-12-2021,Gregory Cochran,Home Office,Kelleyville,Utah,Central,Office Supplies,Paper,1,1481.8,0.2,318.9
4334,09-05-2025,Glenn Garner DDS,Corporate,East Timothy,Louisiana,East,Furniture,Chairs,3,575.33,0.3,83.36
4335,30-04-2024,Tyler Peterson,Corporate,Lauraton,Iowa,East,Furniture,Bookcases,1,1811.73,0.1,142.16
4336,25-08-2024,Nancy Diaz,Consumer,Matthewfort,Michigan,East,Office Supplies,Labels,4,1254.37,0.3,253.05
4337,21-01-2022,Mary Cochran,Home Office,North Alexachester,Kentucky,Central,Technology,Accessories,8,1931.5,0.2,294.36
4338,16-07-2023,Matthew Jordan,Home Office,New Calebfort,Connecticut,East,Office Supplies,Paper,9,219.36,0.2,10.5
4339,17-09-2023,Nicole Houston,Home Office,Keithton,Nevada,Central,Office Supplies,Pens,7,218.6,0.3,23.66
4340,13-09-2021,Linda Morgan,Consumer,West Kevintown,Indiana,West,Office Supplies,Paper,4,1302.96,0.1,248.89
4341,09-10-2021,Jeffrey Kim,Consumer,Youngland,California,East,Technology,Phones,6,767.84,0.2,173.1
4342,25-05-2025,Steven Chung,Corporate,Nicolasville,Kentucky,East,Furniture,Bookcases,6,1286.17,0.2,60.49
4343,04-06-2025,Dawn Flores,Corporate,East Jonathan,Hawaii,West,Office Supplies,Paper,6,1609.25,0.1,423.25
4344,18-01-2025,Debra Smith,Home Office,Galvanberg,Idaho,East,Technology,Phones,1,1920.49,0.3,75.15
4345,25-03-2021,Mr. Michael Aguilar,Corporate,Maldonadomouth,Texas,South,Technology,Computers,4,186.37,0.3,28.41
4346,10-07-2024,Donna Perez,Home Office,Jonathanberg,South Dakota,South,Technology,Accessories,3,1302.51,0.1,214.46
4347,12-12-2020,Jamie Ward,Home Office,South Bradley,Texas,Central,Technology,Accessories,3,1885.24,0.3,145.45
4348,16-12-2022,Dr. Justin Mcdonald MD,Corporate,Trujilloton,North Dakota,South,Technology,Phones,2,1919.92,0,244.28
4349,04-05-2021,Jessica Parker,Home Office,Woodardfort,Missouri,West,Office Supplies,Pens,4,1063.73,0,88.49
4350,19-06-2022,Joyce Ramsey,Corporate,West Erikaview,Iowa,Central,Office Supplies,Labels,5,1202.39,0.3,203.21
4351,04-02-2025,Sarah Graham,Consumer,Thomasview,Wisconsin,East,Technology,Accessories,6,678.53,0.1,101.93
4352,27-02-2023,Nicholas Brown,Corporate,Lanceburgh,Kentucky,Central,Office Supplies,Pens,4,1301.12,0,324.22
4353,25-07-2022,Jaime Cooper,Corporate,Daybury,Wyoming,East,Office Supplies,Labels,8,1891.56,0.3,268.04
4354,22-02-2024,Ray Simpson,Consumer,Fitzgeraldborough,Tennessee,East,Technology,Phones,4,1540.19,0.3,282.23
4355,25-12-2024,Kimberly Rice,Home Office,South Joseph,Vermont,West,Furniture,Tables,6,1301.56,0.2,133.53
4356,13-08-2023,Lindsey Ortiz,Corporate,South Lawrenceport,New York,West,Furniture,Furnishings,1,1359.94,0.2,189.36
4357,25-09-2023,Tracey Burgess,Home Office,Collierhaven,Nevada,East,Furniture,Bookcases,1,1265.37,0.2,211.88
4358,22-09-2024,Nathan Koch,Consumer,North Dawn,Minnesota,Central,Office Supplies,Binders,4,314.64,0,88.68
4359,19-04-2024,Heather Garcia,Home Office,New Matthew,Alaska,West,Technology,Computers,4,1084.02,0.3,114.13
4360,27-01-2025,Charles Taylor,Home Office,East Sean,Maryland,East,Furniture,Chairs,2,1305.47,0,191.13
4361,23-05-2023,Julie Jones,Consumer,New Mirandaland,Kansas,South,Office Supplies,Pens,10,251.57,0.3,21.89
4362,21-11-2021,Joseph Fernandez,Corporate,North Dwayneville,Louisiana,Central,Technology,Copiers,6,1358.03,0.1,273.99
4363,09-11-2022,Mrs. Bonnie Neal,Corporate,North Kellie,Hawaii,East,Furniture,Bookcases,1,1455.92,0.3,129.44
4364,22-03-2023,Kelsey Buck,Corporate,Lake George,Alabama,Central,Technology,Computers,1,1145.84,0,286.73
4365,23-12-2022,Kristopher Ayala,Home Office,East Robert,Montana,Central,Office Supplies,Pens,4,585.99,0.3,66.19
4366,08-12-2020,Andre Morgan,Home Office,East Jamesland,Georgia,Central,Furniture,Tables,5,526.61,0.3,22.86
4367,15-05-2023,Alicia Newton,Consumer,Banksborough,Missouri,West,Furniture,Furnishings,4,316.64,0.1,18.73
4368,15-05-2023,Lisa Lee,Home Office,Port Christopherfurt,Kansas,Central,Office Supplies,Labels,9,1351.77,0.1,358.43
4369,12-12-2023,Christina Johnston,Corporate,Avilahaven,Indiana,East,Office Supplies,Labels,9,1496.11,0,375.55
4370,26-09-2022,Joseph Green,Consumer,West Williammouth,Missouri,South,Office Supplies,Paper,3,1861.18,0.3,126.21
4371,01-08-2021,Tracy Leonard,Consumer,South Jennaberg,South Dakota,East,Furniture,Bookcases,1,182.64,0,14
4372,13-02-2025,Susan Wood,Consumer,Barbaraside,Missouri,West,Furniture,Tables,6,1715.35,0.1,82.19
4373,09-11-2022,Preston Cook,Home Office,South Williammouth,New Hampshire,East,Technology,Phones,8,1133.68,0.1,179.02
4374,30-06-2024,Vickie Chung,Home Office,New Williamville,North Carolina,Central,Furniture,Tables,9,298.37,0.3,48.4
4375,27-05-2023,Richard Jones,Consumer,Patrickville,North Carolina,West,Office Supplies,Paper,2,692.11,0.1,135.39
4376,16-05-2024,Laura Lynch,Consumer,South Tammyville,Texas,South,Office Supplies,Pens,6,797.79,0.1,109.8
4377,09-07-2022,Jessica Green,Consumer,Cathyton,Oregon,East,Furniture,Bookcases,9,82.91,0.2,18.78
4378,11-07-2023,Luke White,Corporate,Rebeccaville,Vermont,East,Furniture,Chairs,8,1884.56,0.1,433.56
4379,19-08-2025,Theodore Henson,Consumer,Garciashire,Maryland,South,Office Supplies,Binders,9,1191.01,0,93.65
4380,06-05-2024,Jill Monroe,Consumer,North Brentton,Virginia,Central,Technology,Accessories,2,598.13,0,178.55
4381,11-07-2024,Katelyn Weaver,Corporate,East Andrewside,Nevada,East,Furniture,Furnishings,8,1265.49,0.2,254.57
4382,13-11-2020,Darryl Booth,Corporate,Sarahview,Maine,East,Furniture,Chairs,10,479.75,0.2,31.07
4383,10-08-2021,Susan Compton,Consumer,North Brandon,Kansas,Central,Technology,Phones,6,316.32,0.2,39.21
4384,26-11-2020,Manuel Austin,Corporate,Escobarton,Rhode Island,East,Office Supplies,Labels,10,615.19,0.2,70.77
4385,23-02-2023,Kathleen Stewart,Corporate,New Christina,Maryland,East,Technology,Accessories,3,1606.38,0.3,254.82
4386,26-07-2023,Teresa Johnson,Home Office,Hurstfurt,North Dakota,East,Office Supplies,Pens,1,637.47,0.3,38.31
4387,18-09-2022,Karina Bush,Corporate,Erinside,North Carolina,West,Office Supplies,Binders,5,1364.62,0,190.04
4388,25-11-2020,Crystal Estrada,Corporate,Whitehaven,Montana,East,Office Supplies,Labels,1,1476.11,0,94.43
4389,11-11-2023,David Ramirez,Consumer,Lake Hannah,Tennessee,Central,Technology,Accessories,9,1283.6,0.1,335.15
4390,06-11-2024,Manuel Andrews,Consumer,Matthewshire,West Virginia,South,Furniture,Chairs,4,1055.81,0,184.39
4391,09-01-2025,Kimberly Brandt,Corporate,New Mikeburgh,Wyoming,South,Office Supplies,Binders,2,243.05,0.2,11.21
4392,19-09-2022,Marcus Brown,Corporate,Hollandville,New Jersey,Central,Technology,Accessories,3,875.62,0.2,109.84
4393,21-01-2024,Lucas Taylor,Consumer,Tracyberg,New York,West,Office Supplies,Binders,3,1141.4,0.3,50.46
4394,20-12-2024,Scott Kennedy,Corporate,Yangmouth,Utah,South,Office Supplies,Pens,8,1064.06,0.3,39.45
4395,07-05-2023,David Knight,Consumer,New Sarahchester,Oregon,West,Furniture,Bookcases,8,602.93,0.3,121.75
4396,28-10-2022,Melissa Patel,Home Office,Lake Carl,Texas,West,Office Supplies,Paper,1,221.52,0.2,37.11
4397,02-05-2025,Kristen Stevenson,Home Office,New Daniel,Alaska,South,Technology,Accessories,5,45.6,0,4.32
4398,22-07-2022,Wanda Hodge,Consumer,Cindyfurt,Idaho,West,Furniture,Bookcases,9,860.23,0,195.28
4399,11-10-2024,Christian Krueger,Home Office,Pateltown,Ohio,Central,Technology,Phones,8,964.75,0.3,44.41
4400,21-04-2024,Kelsey Stanley,Corporate,Matthewside,Rhode Island,East,Office Supplies,Binders,5,531.37,0.3,58.94
4401,02-05-2022,Dr. Melissa Pitts MD,Home Office,North Lisa,Louisiana,West,Office Supplies,Binders,2,875.45,0.1,80.94
4402,29-09-2024,Angelica Aguirre,Home Office,Garrettview,Oklahoma,East,Furniture,Tables,6,1862.72,0,101.28
4403,27-08-2023,Natalie Gonzalez,Corporate,Taraland,Wyoming,East,Technology,Copiers,2,1619.2,0.3,141.91
4404,15-02-2024,Kimberly Yoder,Consumer,Spencerland,Mississippi,South,Furniture,Tables,6,581.35,0,38.7
4405,09-02-2023,Rachel Chang,Corporate,Lake Tammy,Nebraska,Central,Technology,Phones,10,794.43,0.3,54.55
4406,17-03-2021,Stephen Green,Consumer,South Johnny,Maryland,Central,Office Supplies,Pens,1,1864.72,0,514.48
4407,04-03-2023,Frank Floyd,Consumer,East Jamesport,Kansas,Central,Office Supplies,Paper,9,1325.2,0.1,300.45
4408,16-02-2022,Sherry Braun,Consumer,Lake Matthewtown,Vermont,West,Technology,Computers,3,1427.61,0.2,184.48
4409,31-05-2024,Michael Harper,Consumer,Geraldside,California,Central,Technology,Copiers,8,999.26,0,207.11
4410,01-09-2025,Christopher Sanchez,Home Office,Navarrostad,New Jersey,South,Furniture,Tables,7,1650.7,0.1,220.83
4411,23-02-2021,Michael Jimenez,Consumer,Sandramouth,Rhode Island,West,Technology,Phones,2,1619.99,0.1,367.34
4412,05-10-2024,Brandi Hill,Home Office,North Heathertown,Wyoming,West,Furniture,Bookcases,8,1625.73,0.2,73.75
4413,30-09-2024,Jesse Scott,Consumer,Alexanderborough,North Dakota,West,Office Supplies,Pens,9,793.82,0,116.94
4414,26-08-2025,Janice Williams,Consumer,Thompsontown,Virginia,West,Office Supplies,Binders,4,158.44,0.2,32.43
